Name	Set	ImageFile	Rarity	Type	Keywords	Allegiance	Cost	Asset	Attack	Armor	Structure	Speed	Mass	Armaments	Text
Heavy Woods	MechWarrior	MW036	Common	Command	Terrain - Enhancement		3								Play Heavy Woods only in one of your regions. Activating Heavy Woods scraps all other Terrain cards in that region. Prevent up to 2 damage to the target. Use this ability only during a mission whose target is in the region enhanced by Heavy Woods.
Hidden Location	MechWarrior	MW037	Rare	Command	Enhancement		1+2T								Play Hidden Location only on a Command card. That card cannot be attacked. When you activate Hidden Location, put three camouflage counters on it. Remove a camouflage counter from Hidden Location at the beginning of your turn. When the last counter has been removed,scrap Hidden Location.
Hitman (HM-1)	MechWarrior	MW038	Rare	Unit		Kurita	2+2A+1T		2	0	4	Fast	30 tons	3 Med Lasers, 5 LRMs	ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)
Hunchback IIC	MechWarrior	MW039	Common	Unit		Clan	6+1M		5	1	4	Slow	50 tons	2 Med Lasers, 2 AC/20s	Alpha Strike: +5 attack Jump (-1 attack: +1 initiative)
Inferno Missile Retrofit	MechWarrior	MW040	Uncommon	Command	Enhancement		1+3M								Play Inferno Missile Retrofit only on a 'Mech. That 'Mech gains AP (Enhanced 'Mech deals +1 damage to any target other than a 'Mech.). Choose a 'Mech opponent controls. If that 'Mech receives any damage from 'Mech enhanced with Inferno Missile Retrofit, that 'Mech receives additional damage equal to double the damage of its Overheat option. Use this ability only during battle. You may deploy Inferno Missile Retrofit revealed to make an additional deployment this turn.
Jenner IIC	MechWarrior	MW041	Common	Unit		Clan	3+2M		3	0	3	Fast	35 tons	16 SRMs	Jump (-1 attack: +1 initiative) When you activate Jenner IIC, you may immediately place it in your Patrol region.
Jump Jet Retrofit	MechWarrior	MW042	Common	Command	Enhancement		0+1T								Play Jump Jet Retrofit only on a 'Mech without Jump. That 'Mech gains Jump (-1 attack: +1 initiative), You may deploy Jump Jet Retrofit revealed to make an additional deployment this turn. Draw a card when you activate Jump Jet Retrofit.
Kai, Champion of Solaris	MechWarrior	MW043	Rare	Command	Unique - Pilot	Davion - St. Ives	6+4T		4						Pilot: +1 initiative, +4 attack Counts as Kai Allard-Liao while in play. You win initiative. Use this ability only during a mission. Deal 2 damage to each 'Mech engaged in battle with 'Mech piloted by Kai, Champion of Solaris. Use this ability only during battle.
Katherine Steiner-Davion	MechWarrior	MW044	Rare	Command	Unique	Steiner	3+5P	P	0	4	3				{T}: Scrap any Command card in play that provides {P}. Use this ability only during your Deploy phase.
Khan Natasha Kerensky	MechWarrior	MW045	Rare	Command	Unique	Wolf	3+4P		0	3	3				Counts as Natasha Kerensky while in play. You get +1 initiative. {T}: Choose a 'Mech. That 'Mech gets +3 attack. If that 'Mech is scrapped, scrap Khan Natasha Kerensky. Use this ability only during a mission.
Komodo (KIM-2)	MechWarrior	MW046	Rare	Unit		Kurita	6+3A+3M+3T		6	1	5	Moderate	45 tons	10 Med Lasers	Jump (-1 attack: +1 initiative) Anti-missile (Each missile assigned to a 'Mech in a group that includes Komodo deals -1 damage) ECM (Each 'Mech in a group that includes at least one 'Mech with ECM gets +1 armor.)
Linebacker A	MechWarrior	MW047	Uncommon	Unit	Omni	Wolf	7+1A+1M+1T		4	2	8	Moderate	65 tons	2 Lg Lasers, 2 Med Lasers, 20 LRMs	Missile 1 Overheat 3: +2 attack
Loremaster	MechWarrior	MW048	Uncommon	Command		Clan	0+5P		0	2	5				{T}: Prevent the activation of one Faction from scrapping other Factions in play. Use this ability only when you activate a Faction.{T}: Choose a Faction card in your hand and show it to all players. Restock that card, then draw a card. Use this ability only during your Deploy phase.
MedEvac Team	MechWarrior	MW049	Rare	Command		Inner Sphere	1+2L		0	3	1				{T}: Put one Pilot card from your Scrapheap into your hand. Use this ability only during your Deploy phase.
Merchant Caste	MechWarrior	MW050	Uncommon	Command	Faction	Clan	1+4L		0	3	6				{T}: Choose any Resource card in your hand and put it into play. This does not count as a deployment. Use this ability only during your Deploy phase. Activating Merchant Caste scraps all other Factions you control.
Naga A	MechWarrior	MW051	Uncommon	Unit	Omni - Artillery	Wolf	9		6	2	5	Fast	80 tons	2 Arrow IVs	Overheat 2: +2 attack {T}: Deal 2 damage to a 'Mech or the target. Use this ability only during a mission.
Naga D	MechWarrior	MW052	Uncommon	Unit	Omni	Wolf	8+3A+3L		7	2	5	Moderate	80 tons	Med Laser, 4 SRMs, 2 Arrow IVs	{T}: Deal 2 damage to a 'Mech or the target. Use this ability only during a mission.
Naginata (NG-C3A)	MechWarrior	MW053	Uncommon	Unit		Kurita	7+1A+1T		0	3	9	Slow	95 tons	PPC, 45 LRMs	Missile 4 C3 (Each 'Mech with C3 in a group that includes at least one other 'Mech with C3 gets +2 attack.)
NARC Retrofit	MechWarrior	MW054	Common	Command	Enhancement		0+3T								Play NARC Retrofit only on a 'Mech with a base attack of at least 1. That 'Mech gets -1 attack and gains NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one 'Mech with NARC.). You may deploy NARC Retrofit revealed to make an additional deployment this turn.
Narrow Valley	MechWarrior	MW055	Common	Command	Terrain - Enhancement		3								Play Narrow Valley only in one of your regions. Activating Narrow Valley scraps all other Terrain cards in that region. Any site in the region enhanced by Narrow Valley cannot be the target of a mission in which more than two 'Mechs attack. You cannot block any attack targeting a site in that region with more than two 'Mechs.
Night Gyr A	MechWarrior	MW056	Rare	Unit	Omni	Jade Falcon - Smoke Jaguar	12+4A+4M+4L		10	2	9	Slow	75 tons	Lg Laser, 3 Med Lasers, 12 SRMs, AC/20	Alpha Strike: +3 attack Jump (-1 attack: +1 initiative)
Night Gyr B	MechWarrior	MW057	Common	Unit	Omni	Jade Falcon - Smoke Jaguar	6+3A+2M		5	2	9	Slow	75 tons	2 Gauss Rifles, 2 AC/2s	Jump (-1 attack: +1 initiative) If Night Gyr B attacks and is blocked, it may deal up to 2 of its damage to the target.
Nobori-nin A (Huntsman)	MechWarrior	MW058	Uncommon	Unit	Omni	Clan	6+4A+4T		6	1	7	Moderate	50 tons	2 Lg Lasers, 10 LRMs, AC/2	Jump (-1 attack: +1 initiative)
OmniMech-Pod Cache	MechWarrior	MW059	Uncommon	Command			3+3A+3L		1	3	3				{T}: Choose and scrap an Omni 'Mech you control. Search your Stockpile for any configuration of that 'Mech and put it into play in your Patrol region. For each point by which the base construction cost of the new configuration exceeds that of the old, pay {R} or scrap one card from your Stockpile. Use this ability only during your Deploy phase. (For example, you may scrap a Puma A to put a Puma Prime into play.)
Owens (OW-1)	MechWarrior	MW060	Common	Unit	Omni	Inner Sphere	2+2A+1T		1	0	6	Fast	35 tons	1 Med Laser, 10 LRMs	Jump (-1 attack: +1 initiative) C3 (Each 'Mech with C3 in a group that includes at least one other Mech with C3 gets +2 attack.)
Owens (OW-1D)	MechWarrior	MW061	Rare	Unit	Omni	Kurita	3+2A+2T		1	0	6	Fast	35 tons	4 SRMs	Jump (-1 attack: +1 initiative) C3 (Each 'Mech with C3 in a group that includes at least one other Mech with C3 gets +2 attack.) NARC (You may subtract 1 from each of your missile rolls if the missiles are assigned by a 'Mech in a group that includes at least one Mech with NARC.)
Peregrine (Horned Owl)	MechWarrior	MW062	Common	Unit		Clan	4+1M		5	0	5	Moderate	35 tons	Lg Laser, 2 Med Lasers	Jump (-1 attack: +1 initiative)
Phantom A	MechWarrior	MW063	Uncommon	Unit	Omni	Wolf	5+2A+3M+3T		4	1	5	Fast	40 tons	Med Laser, 5 Sm Lasers, 10 LRMs	When you activate Phantom A, you may immediately place it in your Patrol region.
Phantom B	MechWarrior	MW064	Uncommon	Unit	Omni	Wolf	4+1A+1M+1T		3	1	5	Fast	40 tons	Med Laser, 8 SRMs	When you activate Phantom B, you may immediately place it in your Patrol region.
Phelan Ward	MechWarrior	MW065	Rare	Command	Unique - Pilot	Wolf	3+4P+4T		2						Counts as Phelan while in play. Pilot: +1 initiative, +2 attack All 'Mechs deal no damage. Put Phelan Ward into your hand. Use this ability only during battle.
Piranha	MechWarrior	MW066	Rare	Unit		Clan	2+2A+2M		2	0	3	Fast	20 tons	2 Med Lasers, 12 MGs	Alpha Strike: +1 attack When you activate Piranha, you may immediately place it in your Patrol region. AP (Piranha deals +1 damage to any target other than a 'Mech.)
Pouncer A	MechWarrior	MW067	Uncommon	Unit	Omni	Wolf	6+3A+2M		3	1	5	Moderate	40 tons	4 Med Lasers, 30 LRMs,	Missile 2 Overheat 2: +2 attack Jump (-1 attack: +1 initiative)
Pouncer B	MechWarrior	MW068	Common	Unit	Omni	Wolf	5+1A+2M		4	1	5	Moderate	40 tons	2 Lg Lasers, 10 LRMs, 8 SRMs	Overheat 2: +2 attack Jump (-1 attack: +1 initiative) If Pouncer B attacks and is blocked, it may deal 1 of its damage to the target.
Prince Victor Steiner-Davion	MechWarrior	MW069	Rare	Command	Unique - Pilot	Davion	6+4T		3						Counts as Victor Steiner-Davion while in play. Pilot: +3 attack, +3 initiative Each other 'Mech in a group that includes 'Mech piloted by Prince Victor Steiner-Davion gets +1 attack and +1 initiative.
Prometheus (Dire Wolf)	MechWarrior	MW070	Rare	Unit	Unique - Omni	Steiner	20		10	4	11	Slow	100 tons	5 Lg Lasers, AC/20	Overheat 4: +6 attack Alpha Strike: +2 attack Mechs engaged in battle with Prometheus get -1 attack.
Rakshasa (MDG-1A)	MechWarrior	MW071	Uncommon	Unit		Inner Sphere	7+3M		2	2	9	Moderate	75 tons	20 LRMs, 2 Lg Lasers	Missile 2 Overheat 3: +2 attack
Redline Pilot	MechWarrior	MW072	Common	Command	Pilot		3+2T		0						Pilot Mech piloted by Redline Pilot does not receive Overheat damage. Whenever that 'Mech uses Overheat, it gets +2 attack.
Ristar MechWarrior	MechWarrior	MW073	Rare	Command	Pilot	Clan	1+4T		1						Pilot: +1 initiative, +1 attack For each Mission card you play during a mission involving 'Mech piloted by Ristar MechWarrior, you may roll a die at end of mission:1-3: no effect.4-6: Put that Mission card into your hand.
Rocky Gorge	MechWarrior	MW074	Common	Command	Terrain - Enhancement		3								Play Rocky Gorge only in one of your regions. Activating Rocky Gorge scraps all other Terrain cards in that region. Deal 2 damage to each attacking 'Mech. Use this ability only during a mission whose target is in the region enhanced by Rocky Gorge.
Rolling Hills	MechWarrior	MW075	Common	Command	Terrain - Enhancement		3								Play Rolling Hills only in one of your regions. Activating Rolling Hills scraps all other Terrain cards in that region. Prevent up to 2 damage to each blocking 'Mech. Use this ability only during a mission whose target is in the region enhanced by Rolling Hills.
Salvage Yard	MechWarrior	MW076	Common	Command	Resource		1+2L			4	3				{T}: {R}Whenever a 'Mech you control is scrapped, put a salvage counter on Salvage Yard. {T}: Remove any number of salvage counters from Salvage Yard and gain {R} for each counter removed. Use this ability only during your Deploy phase.
Scientist Caste	MechWarrior	MW077	Uncommon	Command	Faction	Clan	1+2M		0	3	6				{T}: Scrap a card from your hand to put one Enhancement card from your Scrapheap into your hand. Use this ability only during your Deploy phase. Activating Scientist Caste scraps all other Factions you control.
Severed Supply Lines	MechWarrior	MW078	Rare	Command			1+5P								Scrap Severed Supply Lines when it is revealed. Choose an opponent and any asset. That opponent loses that asset until he or she deploys a Resource card that provides that asset.
Sharpshooter	MechWarrior	MW079	Common	Command	Pilot		1+2T		0						Pilot Using Alpha Strike does not deplete 'Mech piloted by Sharpshooter. Whenever that 'Mech uses Alpha Strike, it gets +2 attack.
Shin Yodama	MechWarrior	MW080	Rare	Command	Unique - Pilot	Kurita	2+3L+3T		1						Pilot: +2 initiative, +1 attack If 'Mech piloted by Shin Yodama is scrapped during a mission, put that 'Mech and Shin Yodama on top of your Stockpile.
Sibko Allegiance	MechWarrior	MW081	Rare	Mission		Clan									Search your Stockpile for any copy of any Pilot card you control and put it into play on any engaged, unpiloted 'Mech you control. Shuffle your Stockpile afterwards.
Simone Devon	MechWarrior	MW082	Rare	Command	Unique	St. Ives	2+3P+2T		3	4	2				{T}: For each engaged 'Mech that opponent controls that is fewer than the number of your engaged 'Mechs, you gain +1 initiative and each of your 'Mechs gets +1 attack. Use this ability only during battle.
Single Combat	MechWarrior	MW083	Uncommon	Command			3+5T		0	1	5				{T}: Choose one of your ’Mechs and one ’Mech an opponent controls. Tap these ’Mechs and engage them in battle. Treat this battle as if it occurred during a mission, but Mission cards may not be played. If that opponent controls no Clan or Kurita cards, he or she may avoid this battle by untapping your ’Mech. Use this ability only during the Missions phase but not during a mission. (Errata)
Solaris Contacts	MechWarrior	MW084	Common	Command	Resource	Inner Sphere	1+4T		1	5	3				{T}: {R} {T}: Choose any Pilot card in your hand and put it into play on any unpiloted 'Mech you control. This does not count as a deployment. Use this ability only during your Deploy phase.
Solaris Games Veteran	MechWarrior	MW085	Rare	Command	Pilot	Inner Sphere	3+4T		2						Pilot: +2 attack, +2 initiative Choose and scrap any card from your hand to untap 'Mech piloted by Solaris Games Veteran. Use this ability only at the end of a mission and only if that 'Mech blocked that mission.
St. Ives Operations Officer	MechWarrior	MW086	Uncommon	Command		St. Ives	0+4P		1	4	2				{T}: Choose any number of cards in your Scrapheap. Shuffle those cards into your Stockpile, then scrap that many cards from your Stockpile. Use this ability only during your Draw phase.
St. Ives Salvage Crew	MechWarrior	MW087	Rare	Command		St. Ives	3+3L+3P		0	4	2				Whenever one or more cards are scrapped from your Stockpile, put them into your hand instead, then scrap an equal number of cards from your hand.
Staging Ground	MechWarrior	MW088	Uncommon	Command	Resource	Rasalhague	1+2L			2	3				{T}: {R} {T}: Put three construction counters on one of your Command cards under construction. Show that card to all players. Use this ability only during your Deploy phase.
Sunder (SD1-OB)	MechWarrior	MW089	Common	Unit	Omni	Kurita	6+3A+3M+3T		3	3	10	Slow	90 tons	4 Med Lasers, 30 LRMs	Missile 1 C3 (Each 'Mech with C3 in a group that includes at least one other Mech with C3 gets +2 attack.)
Supernova	MechWarrior	MW090	Common	Unit		Clan	10+4A+4M+4T		7	3	9	Slow	90 tons	6 Lg Lasers	Overheat 5: +3 attack Jump (-1 attack: +1 initiative) If Supernova attacks and is blocked, it may deal up to 2 of its damage to the target.
Support from Home	MechWarrior	MW091	Rare	Command			4+5P		0	2	4				At the end of each battle, put one support counter on Support from Home for each of your engaged 'Mechs that was not scrapped during battle. {T}: Remove any number of support counters from Support from Home and gain {R} for each counter removed. Use this ability only during your Deploy phase.
Tactical Superiority	MechWarrior	MW092	Common	Mission											You win initiative.
Targeting Computer Retrofit	MechWarrior	MW093	Common	Command	Enhancement	Clan	1+3T		1		-1				Play Targeting Computer Retrofit only on a 'Mech. That 'Mech gets -1 structure and +1 attack. You may deploy Targeting Computer Retrofit revealed to make an additional deployment this turn. Draw a card when you activate Targeting Computer Retrofit.
Technician Caste	MechWarrior	MW094	Uncommon	Command	Faction	Clan	0+4A		0	3	6				{R}: Repair 1 damage to one 'Mech. Use this ability only during your Repair/Reload phase. Activating Technician Caste scraps all other Factions you control.
The Remembrance	MechWarrior	MW095	Rare	Command		Clan	1+3P+3T								When you activate The Remembrance, scrap all other copies of The Remembrance that you control. The Remembrance cannot be attacked. Whenever a 'Mech any opponent controls is scrapped, put a verse counter on The Remembrance. Remove any number of verse counters from The Remembrance and deal to an opposing 'Mech 1 damage for each counter removed. Use this ability only during a mission.
Thunder LRMs	MechWarrior	MW096	Rare	Command	Enhancement		1+2M+2T								Play Thunder LRMs only on a 'Mech having the Missile option. Each 'Mech that receives damage from missiles fired from 'Mech enhanced by Thunder LRMs does not untap during its controller's next Untap phase. Use this ability only during a mission. You may deploy Thunder LRMs revealed to make an additional deployment this turn.
Time Bomb	MechWarrior	MW097	Uncommon	Command			1+5M		0	5	3				At the beginning of your turn, put one time counter on Time Bomb. {T}: Scrap Time Bomb. Deal to one 'Mech or site damage equal to the number of time counters on Time Bomb. Use this ability only during your Deploy phase.
Training Facility	MechWarrior	MW098	Common	Command			0+3T		0	5	3				Each of your Pilots gets +1 initiative and +1 attack.
Turkina A	MechWarrior	MW099	Uncommon	Unit	Omni	Jade Falcon	11+5A+5M		5	3	11	Slow	95 tons	2 Gauss Rifles, 40 LRMs	Missile 3 Jump (-1 attack: +1 initiative) If Turkish A attacks and is blocked, it may deal up to 2 of its damage to the target.
